tool		CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856
run set		r_700s_noitlimit_safetyzone_integration-nightly-value	r_700s_noitlimit_safetyzone_integration-nightly-value	r_700s_noitlimit_safetyzone_integration-nightly-value	r_700s_noitlimit_safetyzone_integration-nightly-value	r_700s_noitlimit_safetyzone_integration-nightly-value	r_700s_noitlimit_safetyzone_integration-nightly-value	r_700s_noitlimit_safetyzone_integration-nightly-value
/Users/ludwig/home/Studium/Bachelor Informatik/9. Semester/cpachecker/Notizen/Experimente/4_reproducibility/integration-nightly-value/4_700s_noitlimit_safetyzone/programs/benchmarks/		status	CPU Time (s)	Wall Time (s)	Memory (MB)	Size of reached set	Number of iterations	Number of abstraction computations
array-fpi/brs4f.yml	false	unknown	4.99324162	2.604797598993173	139.546624	38	39	44
array-fpi/brs5.yml	true	unknown	5.21436865	2.75566307301051	109.830144	38	39	44
array-fpi/brs5f.yml	false	unknown	5.337054145	2.8164181989850476	142.196736	38	39	44
array-fpi/conda.yml	true	unknown	5.397236516	2.804309021012159	143.106048	38	39	44
array-fpi/condaf.yml	false	unknown	6.205190563	3.238708447024692	137.248768	38	39	44
array-fpi/condg.yml	true	unknown	5.437935917	2.861276197974803	138.403840	43	44	50
array-fpi/condgf.yml	false	unknown	5.570811302	2.896976167015964	144.793600	43	44	50
array-fpi/condm.yml	true	unknown	5.081572388	2.6679615000030026	136.028160	38	39	44
array-fpi/condmf.yml	false	unknown	5.39377394	2.8366103610023856	150.446080	38	39	44
array-fpi/condn.yml	true	unknown	5.387255953	2.8719475340039935	137.035776	38	39	44
array-fpi/condnf.yml	false	unknown	5.470868276	2.883282388007501	142.147584	38	39	44
array-fpi/eqn1.yml	true	unknown	5.912925512	3.0915259489847813	150.183936	33	34	38
array-fpi/eqn1f.yml	false	unknown	4.985639916	2.6264764390070923	138.493952	33	34	38
array-fpi/eqn2.yml	true	unknown	5.341590139	2.8155340869852807	131.805184	33	34	38
array-fpi/eqn2f.yml	false	unknown	5.399061765	2.8588047660014126	137.494528	33	34	38
array-fpi/eqn3.yml	true	unknown	5.654257726	3.0213290080137085	139.141120	33	34	38
array-fpi/eqn3f.yml	false	false(unreach-call)	5.531611734	2.895843234990025	135.905280	33	31	35
array-fpi/eqn4.yml	true	unknown	5.213793807	2.7534927090164274	130.224128	33	34	38
array-fpi/eqn4f.yml	false	false(unreach-call)	5.171882528	2.755592520989012	134.868992	33	31	35
array-fpi/eqn5.yml	true	unknown	5.761672946	3.0948890869913157	138.788864	33	34	38
array-fpi/eqn5f.yml	false	unknown	5.477695705	2.9216464280034415	149.094400	33	34	38
array-fpi/ifcomp.yml	true	unknown	6.165419462	3.268282350996742	138.354688	53	54	62
array-fpi/ifcompf.yml	false	unknown	6.642666099	3.4879478230141103	139.362304	53	54	62
array-fpi/ifeqn1.yml	true	unknown	5.02708427	2.6702204089961015	140.857344	43	44	50
array-fpi/ifeqn1f.yml	false	unknown	5.497014701	2.8928043019841425	133.214208	43	44	50
array-fpi/ifeqn2.yml	true	unknown	5.62147619	2.997015493980143	136.048640	43	44	50
array-fpi/ifeqn2f.yml	false	unknown	5.15305141	2.7157600520004053	133.476352	43	44	50
array-fpi/ifeqn3.yml	true	unknown	5.025395017	2.666519092017552	136.704000	43	44	50
array-fpi/ifeqn3f.yml	false	unknown	5.798053959	3.076445834012702	142.778368	43	44	50
array-fpi/ifeqn4.yml	true	unknown	5.81662439	3.078420523001114	138.928128	43	44	50
array-fpi/ifeqn4f.yml	false	unknown	5.533247282	2.937631243985379	132.702208	43	44	50
array-fpi/ifeqn5.yml	true	unknown	5.29374067	2.774618872994324	133.967872	43	44	50
